63,59,54,74,60,77,57,56,76,61,58,75,55,62,53,73,69,64,70,50,67,66,51,71,68,65,72,52
5,5,5,5,5,5,5,5,7,5,5,5,7,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5
5,6,5,5,5,5,5,7,5,5,5,5,7,5,5,5,7,5,5,5,5,5,7,5,5,5,5,5
6,5,5,5,5,5,5,5,5,5,5,5,8,5,5,9,7,5,7,5,5,5,5,7,5,5,7,5
5,5,5,6,5,5,5,7,5,5,5,5,5,5,5,5,6,5,5,5,5,7,5,5,5,5,5,5
5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,7,5,5,9,5,5
5,5,5,5,5,5,5,5,7,5,5,5,5,5,5,7,5,5,5,5,5,5,5,5,5,5,5,5
5,5,6,9,7,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,9,5,5,5,5
6,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,7,7,5,5,5,5,5,5,5,5,6,5,5,5,5,5
5,9,5,8,5,5,5,5,5,7,5,5,5,5,5,5,6,5,5,5,5,5,5,7,5,5,6,5
5,5,7,5,7,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,7,5,5
5,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,7,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,6,5,5,9,7,5,5,5,5,7
7,5,5,5,5,5,5,5,5,5,5,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6
5,6,6,5,5,7,5,5,7,5,5,5,5,6,5,5,5,5,5,5,7,5,5,6,5,5,5,5
5,5,7,5,5,5,5,5,5,8,5,5,5,5,5,5,5,5,7,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,7,5,5,5,5,5,5,5,5,5,5,7,5,5,5,5,5,5
5,5,5,5,5,5,5,5,7,5,7,9,5,5,5,7,5,5,5,5,5,5,5,5,5,5,5,5
5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9
5,5,5,5,5,5,5,7,5,5,5,5,5,5,6,5,5,5,5,5,5,5,7,5,5,7,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,5,5,5,5,7,7,5,5,5,7,5
5,5,5,8,5,7,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,7,5,5
5,5,5,6,5,7,5,5,5,5,5,5,7,5,5,5,7,5,5,5,5,5,5,5,5,5,5,5
5,5,5,7,5,5,5,5,5,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
8,7,5,5,5,5,5,5,9,5,5,7,5,5,5,7,7,6,5,5,7,5,5,5,5,5,6,5
5,8,5,5,5,5,5,5,5,5,5,7,7,5,5,7,5,5,5,7,5,5,5,5,5,5,5,5
5,5,7,5,5,5,5,5,7,5,5,5,7,5,7,7,7,5,5,5,5,5,5,7,5,5,5,5
5,5,8,5,6,5,5,5,5,5,7,5,5,5,5,7,5,7,5,7,5,5,5,5,5,5,5,5
